_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,notpossible,relations,events1,events2,index,notpossible_gold,pair1,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair2,pair20,pair21,pair22,pair23,pair24,pair25,pair26,pair27,pair28,pair29,pair3,pair30,pair4,pair5,pair6,pair7,pair8,pair9,relations_gold,sentence1,sentence1_id,sentence2,sentence2_id
1220651233,5/1/2017 07:46:31,2526277699,5/1/2017 07:46:13,false,instagc,1,41031946,CAN,ON,Owen Sound,173.34.117.149,,revealed_47_55-r-violations_175_185,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 09:53:30,2526525519,5/1/2017 09:52:24,false,clixsense,0.9276,36929821,GBR,H9,London,2.223.58.37,,violations_175_185--lawsuits_128_136,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 11:23:27,2526712101,5/1/2017 11:19:26,false,bitcoinget,0.9584,42555688,USA,TX,Dallas,209.58.144.56,,violations_175_185--death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 11:54:22,2526783608,5/1/2017 11:48:17,false,prodege,0.9678,38202325,USA,ME,Caribou,98.13.82.121,,"revealed_47_55--named_106_111
revealed_47_55--violations_175_185
revealed_47_55--lawsuits_128_136
revealed_47_55-r-death_29_34
named_106_111--violations_175_185
named_106_111-r-death_29_34
violations_175_185--lawsuits_128_136",revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 13:01:30,2526942772,5/1/2017 13:00:40,false,neodev,0.9701,33959244,CAN,ON,Thunder Bay,216.26.217.222,,violations_175_185--lawsuits_128_136,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 13:06:50,2526954898,5/1/2017 13:02:06,false,clixsense,0.966,21875134,GBR,N4,Stoke-on-trent,51.9.18.92,,"named_106_111-r-lawsuits_128_136
violations_175_185--lawsuits_128_136",revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 14:52:52,2527233563,5/1/2017 14:51:32,false,prodege,0.9645,27934334,GBR,D2,Derby,86.143.148.55,,violations_175_185--lawsuits_128_136,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 15:13:01,2527293174,5/1/2017 15:09:29,false,gifthunterclub,0.9598,38323940,USA,NY,New York,107.182.226.248,,violations_175_185-r-death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 15:43:28,2527385663,5/1/2017 15:36:04,false,gifthunterclub,0.9601,42693607,USA,IL,Chicago,104.129.29.172,,revealed_47_55--named_106_111,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
1220651233,5/1/2017 16:31:45,2527516377,5/1/2017 16:31:30,false,bitcoinget,0.9614,41184481,USA,NY,Buffalo,23.229.16.227,,revealed_47_55--named_106_111,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,,"revealed_47_55, named_106_111","lawsuits_128_136, death_29_34",,,,,,,,,,"revealed_47_55, violations_175_185",,,,,,,,,,,"revealed_47_55, lawsuits_128_136",,"revealed_47_55, death_29_34","named_106_111, violations_175_185","named_106_111, lawsuits_128_136","named_106_111, death_29_34","violations_175_185, lawsuits_128_136","violations_175_185, death_29_34",,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13
